loan_id,customer_id,loan_amount,interest_rate,loan_term_months,emi,disbursal_date
22008,29915,300000,32.4,24,16550.0,2025-12-14
22009,8001,300000,25.72,36,10476.67,2024-11-18
22010,48868,300000,25.8,12,31450.0,2023-12-16
22011,36701,300000,17.81,6,58905.0,2024-10-12
22012,9183,200000,30.72,12,21786.67,2024-06-07
22013,38168,50000,12.45,18,3123.61,2023-03-05
22014,44891,300000,31.67,24,16458.75,2025-07-14
22015,31538,50000,18.47,18,3290.83,2025-06-19
22016,31538,100000,15.99,12,9665.83,2023-04-01
22017,31538,300000,32.28,24,16535.0,2025-11-15
22018,44796,50000,30.68,24,2722.5,2023-08-02
22019,33952,300000,18.33,12,29582.5,2024-11-04
22020,33952,500000,32.27,24,27556.25,2024-01-31
22021,43150,500000,12.26,12,46775.0,2024-11-24
22022,14584,100000,32.46,24,5519.17,2023-06-21
22023,46047,300000,24.1,24,15512.5,2024-04-25
22024,24818,300000,22.57,18,20428.33,2024-03-14
22025,24818,50000,16.91,6,9742.5,2024-09-16
22026,24818,300000,24.25,18,20708.33,2025-12-04
22027,30885,300000,35.84,36,11320.0,2023-12-08
22028,1417,100000,26.14,36,3503.89,2024-06-04
22029,1417,300000,35.75,6,67875.0,2023-02-24
22030,42731,500000,20.58,18,33494.44,2023-09-12
22031,42731,50000,19.79,6,9982.5,2023-03-12
22032,42731,100000,19.79,18,6655.0,2025-09-10
22033,24994,50000,30.91,36,1818.19,2025-07-01
22034,25004,50000,35.69,24,2826.88,2024-07-10
22035,25004,500000,21.62,24,25337.5,2023-10-29
22036,25004,100000,30.13,36,3614.72,2024-10-19
22038,43222,50000,12.04,12,4668.33,2023-03-18
22039,349,100000,20.56,12,10046.67,2023-12-13
22040,11892,500000,35.9,18,37750.0,2024-01-27
22041,2627,500000,13.47,6,94558.33,2023-08-26
22042,14581,500000,22.39,6,101991.67,2024-02-12
22043,34995,50000,25.75,24,2619.79,2025-02-11
22044,44936,50000,34.15,24,2794.79,2024-02-22
22045,24657,200000,26.87,24,10572.5,2023-03-23
22046,10543,200000,13.21,6,37736.67,2025-05-21
22047,36613,500000,13.01,24,23543.75,2025-05-23
22048,3553,500000,20.04,24,25008.33,2023-10-17
22049,4407,50000,26.46,18,3512.78,2024-03-29
22050,4827,50000,35.14,36,1876.94,2025-12-22
22051,32452,100000,18.7,12,9891.67,2023-04-23
22052,30791,200000,23.08,18,13675.56,2023-12-17
22053,45540,200000,28.81,18,14312.22,2025-10-21
22054,21200,100000,35.44,18,7524.44,2025-07-06
22055,21200,500000,35.54,36,18825.0,2024-05-02
22056,21200,50000,14.13,24,2377.71,2024-12-06
22057,25488,500000,31.42,6,109516.67,2024-02-21
22058,25488,100000,24.54,36,3459.44,2023-12-20
22059,29390,50000,27.22,6,10601.67,2025-12-05
22060,41024,500000,17.62,18,32672.22,2025-03-27
22061,41024,300000,30.72,12,32680.0,2025-05-27
22062,22759,50000,15.46,6,9621.67,2023-04-23
22063,29726,200000,12.4,12,18733.33,2026-01-03
22064,49795,300000,14.53,36,9544.17,2025-11-13
22065,11670,200000,19.14,12,19856.67,2023-06-11
22067,30403,100000,26.85,6,21141.67,2023-10-05
22068,35059,100000,26.61,18,7033.89,2025-11-02
22069,28477,200000,33.68,6,44560.0,2025-08-26
22070,16513,100000,14.71,24,4779.58,2023-05-12
22071,3417,300000,16.86,6,58430.0,2024-12-27
22072,16058,50000,21.74,24,2536.25,2023-03-06
22073,8576,500000,29.26,6,107716.67,2024-06-29
22074,12831,200000,17.08,6,39026.67,2024-03-24
22075,39686,300000,32.94,24,16617.5,2025-02-25
22076,39686,100000,13.86,36,3162.78,2025-10-07
22077,23397,100000,31.62,12,10968.33,2024-09-05
22079,11168,50000,29.2,18,3588.89,2024-12-10
22080,3331,500000,19.1,6,99250.0,2025-12-27
22081,10724,100000,22.45,12,10204.17,2025-01-18
22082,10724,300000,16.36,24,14545.0,2025-07-01
22083,10724,300000,35.73,18,22621.67,2023-09-09
22084,34416,500000,21.35,12,50562.5,2023-06-08
22085,34416,300000,16.91,18,19485.0,2023-02-10
22086,34416,100000,19.98,12,9998.33,2023-04-09
22087,20194,100000,22.97,24,5123.75,2024-12-10
22088,5285,500000,32.61,24,27627.08,2025-06-12
22089,5285,300000,33.76,6,66880.0,2024-06-11
22090,29222,500000,30.06,18,36127.78,2025-04-27
22091,22183,200000,29.04,36,7168.89,2025-10-26
22092,9599,200000,18.4,36,6577.78,2023-12-25
22093,25820,50000,22.87,24,2559.79,2023-01-27
22094,20512,200000,30.03,12,21671.67,2023-05-29
22095,20512,100000,25.28,36,3480.0,2024-06-24
22096,10598,500000,31.34,24,27362.5,2024-07-11
22097,49044,50000,27.78,18,3549.44,2025-01-27
22098,43932,500000,32.0,24,27500.0,2023-02-23
22099,34607,300000,26.33,6,63165.0,2024-10-26
22100,42109,300000,27.67,12,31917.5,2023-01-25
22101,27566,500000,23.08,36,17094.44,2023-10-17
22102,18182,50000,15.65,6,9637.5,2024-02-26
22103,15295,50000,34.01,24,2791.88,2025-08-25
22104,41651,50000,34.4,12,5600.0,2023-12-01
22105,12260,500000,28.33,12,53470.83,2025-01-16
22107,10862,500000,12.19,12,46745.83,2023-03-12
22108,10862,500000,30.66,36,18147.22,2025-08-03
22109,10862,50000,27.66,36,1773.06,2024-11-14
22110,1888,500000,22.02,18,33894.44,2025-10-24
22111,1888,200000,19.19,18,13243.33,2025-10-17
22112,11723,100000,29.02,24,5375.83,2025-01-19
22114,30668,500000,34.83,24,28089.58,2025-03-23
22115,48261,500000,24.78,36,17330.56,2025-05-01
22116,35498,500000,36.0,36,18888.89,2024-06-06
22117,7716,500000,19.98,24,24995.83,2023-08-28
22118,7716,300000,29.1,24,16137.5,2023-04-27
22119,7716,50000,18.92,18,3303.33,2023-10-10
22120,10470,50000,29.07,36,1792.64,2025-02-20
22121,4992,100000,23.68,18,6871.11,2024-05-23
22122,39766,500000,22.3,6,101916.67,2023-05-16
22123,39766,200000,15.35,6,38450.0,2023-12-07
22124,2950,300000,27.57,36,10630.83,2023-12-13
22125,2950,200000,20.41,24,10034.17,2024-04-16
22126,2950,500000,18.3,36,16430.56,2025-06-26
22127,42041,200000,27.72,6,42573.33,2023-10-22
22128,32939,500000,33.17,6,110975.0,2024-09-20
22129,30966,200000,26.71,36,7039.44,2026-01-01
22130,20087,100000,19.91,6,19985.0,2024-12-11
22131,20087,100000,22.18,18,6787.78,2023-09-06
22132,20689,500000,32.91,36,18459.72,2023-06-16
22133,44430,50000,33.04,36,1847.78,2024-02-28
22134,44430,50000,29.84,24,2705.0,2023-05-20
22136,26716,50000,17.88,18,3274.44,2025-12-12
22137,47759,200000,14.41,6,38136.67,2024-08-01
22138,1176,300000,34.53,36,11210.83,2024-04-26
22139,18066,100000,13.85,12,9487.5,2025-07-24
22140,15626,100000,24.76,6,20793.33,2025-02-12
22141,15626,50000,18.22,12,4925.83,2025-01-22
22142,3146,100000,15.54,18,6418.89,2024-03-14
22143,3146,100000,27.29,12,10607.5,2025-06-26
22144,7267,200000,35.36,24,11280.0,2024-08-17
22145,25231,100000,17.61,18,6533.89,2025-08-31
22146,41374,100000,35.1,24,5629.17,2023-03-04
22147,23642,500000,30.27,18,36186.11,2023-10-24
22148,21442,300000,16.85,24,14606.25,2025-08-25
22149,14963,500000,32.29,12,55120.83,2023-05-09
22150,33187,200000,16.93,12,19488.33,2024-02-22
22151,33187,50000,34.84,18,3745.56,2024-12-02
22152,33187,50000,35.46,18,3762.78,2025-10-12
22153,24790,500000,34.05,36,18618.06,2023-10-02
22154,24790,300000,13.01,24,14126.25,2024-01-27
22155,41468,300000,23.71,18,20618.33,2025-08-31
22156,32394,500000,12.23,24,23381.25,2025-10-13
22157,41773,200000,17.19,24,9765.83,2025-09-08
22158,41773,100000,32.16,6,22026.67,2024-02-20
22159,41773,100000,16.38,6,19396.67,2023-09-14
22160,15892,200000,12.37,12,18728.33,2023-09-05
22161,6107,200000,28.34,36,7130.0,2023-02-09
22162,6107,50000,27.25,18,3534.72,2024-10-08
22163,6107,100000,20.62,18,6701.11,2023-01-12
22164,38661,500000,18.52,6,98766.67,2025-10-22
22165,39984,300000,18.87,12,29717.5,2024-05-13
22166,1357,500000,33.89,36,18595.83,2025-10-19
22167,1357,200000,23.97,24,10330.83,2023-02-07
22168,28268,300000,31.46,12,32865.0,2023-12-15
22169,28268,200000,23.99,36,6888.33,2025-10-29
22170,28268,100000,16.79,6,19465.0,2023-10-06
22171,48226,200000,35.27,18,15030.0,2024-06-21
22172,24324,200000,31.93,12,21988.33,2025-06-09
22173,43958,50000,32.08,18,3668.89,2023-03-16
22174,48829,300000,32.97,12,33242.5,2026-01-01
22175,4091,100000,34.36,24,5598.33,2024-07-06
22176,45542,300000,14.03,12,28507.5,2024-01-02
22177,45542,100000,33.7,24,5570.83,2024-05-03
22179,21246,300000,29.37,36,10780.83,2024-05-21
22180,5391,200000,28.41,6,42803.33,2023-05-16
22182,47193,50000,28.49,18,3569.17,2023-03-09
22183,48656,500000,32.47,6,110391.67,2025-07-26
22184,48656,200000,23.59,6,41196.67,2023-09-23
22185,23543,300000,19.67,6,59835.0,2025-12-15
22186,23543,200000,30.94,24,10911.67,2024-05-05
22187,20646,500000,25.74,18,34927.78,2024-05-30
22188,19198,500000,23.09,24,25643.75,2023-11-14
22189,4501,50000,29.84,6,10820.0,2023-02-09
22190,4501,300000,33.41,36,11117.5,2024-06-11
22191,23585,200000,35.85,18,15094.44,2023-07-26
22192,48027,100000,13.06,18,6281.11,2023-05-17
22193,41295,500000,28.4,12,53500.0,2025-10-23
22194,6275,500000,28.82,18,35783.33,2025-09-19
22195,6275,500000,12.3,24,23395.83,2025-12-31
22196,6275,500000,22.38,24,25495.83,2024-10-27
22197,3582,500000,20.61,24,25127.08,2025-09-03
22198,3582,100000,17.41,12,9784.17,2025-10-14
22199,3582,200000,14.12,18,12680.0,2024-04-25
22200,32629,50000,23.11,36,1709.86,2023-10-29
22201,1776,300000,14.45,24,14306.25,2025-03-29
22202,15832,100000,19.7,18,6650.0,2023-01-17
22203,24517,500000,34.5,6,112083.33,2023-05-18
22204,24517,50000,28.31,24,2673.12,2024-04-12
22205,6736,300000,28.61,24,16076.25,2024-12-06
22206,25493,500000,23.42,36,17141.67,2025-10-17
22207,19691,200000,14.45,36,6358.33,2025-02-12
22208,19691,500000,27.48,12,53116.67,2025-02-23
22210,7948,300000,19.89,6,59945.0,2023-08-20
22211,7948,100000,32.75,24,5531.25,2025-12-31
22212,7948,50000,20.65,24,2513.54,2025-04-28
22214,35262,500000,31.11,36,18209.72,2023-06-25
22215,35262,50000,26.73,6,10560.83,2024-04-01
22216,42976,100000,24.13,36,3448.06,2023-12-18
22217,31480,200000,19.5,12,19916.67,2023-06-21
22218,9486,200000,24.07,36,6892.78,2023-06-13
22219,38147,300000,12.36,12,28090.0,2025-01-25
22220,38479,100000,33.34,18,7407.78,2023-03-13
22221,11395,300000,32.36,18,22060.0,2024-09-29
22222,45744,300000,30.55,24,16318.75,2024-08-26
22223,45744,200000,20.11,18,13345.56,2025-01-18
22224,47558,50000,23.44,6,10286.67,2025-04-29
22225,2699,500000,32.05,18,36680.56,2023-10-08
22226,30925,200000,28.69,12,21448.33,2024-08-05
22227,30925,500000,25.98,18,34994.44,2023-07-15
22228,30925,200000,23.62,12,20603.33,2023-03-08
22229,30455,50000,13.72,24,2369.17,2026-01-02
22230,36186,100000,26.73,6,21121.67,2025-12-15
22231,741,100000,32.94,36,3692.78,2024-09-30
22232,31501,300000,22.27,12,30567.5,2025-04-22
22233,49607,100000,29.18,18,7176.67,2024-08-13
22234,11337,300000,20.91,24,15113.75,2023-02-08
22235,18949,500000,34.5,24,28020.83,2023-07-19
22237,49939,50000,23.05,18,3418.06,2024-11-13
22238,44579,300000,26.4,12,31600.0,2024-07-03
22239,11366,500000,17.26,12,48858.33,2024-12-19
22240,28267,200000,32.51,24,11042.5,2023-06-10
22241,18948,300000,34.74,12,33685.0,2024-12-02
22242,32081,500000,32.75,36,18437.5,2024-03-04
22243,13375,50000,30.9,36,1818.06,2025-09-29
22244,7821,100000,24.32,18,6906.67,2024-12-09
22245,7821,50000,20.85,36,1678.47,2024-02-01
22246,7821,500000,33.51,12,55629.17,2024-08-26
22247,14376,100000,28.03,12,10669.17,2023-02-09
22248,35347,200000,18.57,12,19761.67,2025-04-17
22249,16582,50000,16.5,18,3236.11,2025-02-15
22250,16582,50000,19.48,12,4978.33,2025-06-23
22251,21833,50000,20.26,18,3340.56,2025-12-17
22252,20123,500000,19.93,12,49970.83,2025-09-06
22253,15465,500000,30.79,12,54495.83,2023-05-08
22254,15465,50000,32.22,24,2754.58,2025-11-07
22255,20580,200000,13.35,24,9445.83,2025-05-20
22256,38812,100000,24.34,36,3453.89,2024-02-09
22258,41702,100000,28.61,18,7145.0,2023-08-01
22259,15030,300000,14.35,24,14293.75,2024-10-01
22260,39650,300000,18.91,24,14863.75,2025-09-21
22261,48890,50000,33.02,18,3695.0,2025-03-13
22262,16873,300000,13.48,18,18913.33,2024-05-01
22263,16873,300000,26.69,36,10557.5,2024-05-29
22264,26390,200000,13.17,18,12574.44,2023-05-30
22265,40056,300000,26.94,12,31735.0,2025-06-27
22266,31345,200000,22.77,36,6820.56,2025-01-31
22267,22545,50000,27.36,36,1768.89,2024-06-10
22268,6325,300000,25.46,36,10455.0,2025-06-19
22269,40551,500000,33.56,12,55650.0,2025-01-04
22270,35672,50000,24.15,6,10345.83,2024-03-24
22271,28378,300000,27.79,12,31947.5,2024-01-02
22272,45797,200000,21.5,18,13500.0,2023-02-04
22273,21938,300000,25.21,12,31302.5,2024-10-24
22274,10725,300000,17.48,24,14685.0,2023-11-16
22275,7687,200000,27.8,6,42600.0,2025-08-08
22276,7687,300000,17.82,24,14727.5,2023-09-14
22278,28005,100000,20.63,24,5026.25,2024-07-01
22279,28005,500000,18.62,6,98850.0,2025-03-27
22280,28005,300000,12.39,36,9365.83,2025-02-04
22281,17007,50000,18.23,6,9852.5,2024-05-30
22282,17007,200000,25.39,6,41796.67,2023-07-31
22283,40072,500000,19.66,24,24929.17,2024-09-12
22284,40072,200000,19.63,12,19938.33,2024-02-26
22285,40072,300000,22.47,18,20411.67,2024-10-10
22286,23955,200000,32.94,18,14771.11,2023-04-01
22287,39006,500000,26.91,36,17626.39,2023-04-14
22288,24706,300000,31.8,36,10983.33,2025-09-04
22289,25453,200000,27.26,24,10605.0,2025-01-08
22290,39490,100000,34.15,36,3726.39,2025-03-12
22291,39490,500000,28.64,18,35733.33,2024-11-19
22292,39490,50000,26.22,24,2629.58,2024-03-05
22293,35897,500000,19.15,18,33097.22,2023-08-02
22294,35897,100000,15.61,12,9634.17,2024-06-18
22295,35897,300000,32.09,36,11007.5,2025-02-14
22296,12038,50000,20.18,24,2503.75,2025-10-12
22297,12038,50000,30.11,24,2710.62,2025-05-25
22298,45644,200000,25.67,12,20945.0,2024-10-22
22299,44114,50000,27.84,24,2663.33,2025-05-31
22300,2542,100000,28.68,36,3574.44,2023-11-12
22301,5727,100000,35.24,36,3756.67,2023-04-07
22302,43228,300000,18.31,12,29577.5,2025-04-08
22303,19504,100000,15.51,12,9625.83,2025-01-05
22304,19504,200000,30.82,18,14535.56,2024-04-27
22305,19504,100000,14.28,18,6348.89,2024-07-18
22306,40644,300000,24.51,24,15563.75,2025-06-24
22307,19642,500000,29.63,18,36008.33,2025-12-10
22309,17182,500000,30.97,12,54570.83,2023-04-26
22310,17182,300000,12.72,6,56360.0,2023-05-12
22311,17182,500000,30.91,36,18181.94,2023-06-15
22312,38261,300000,28.88,18,21480.0,2024-02-03
22313,38261,500000,21.52,6,101266.67,2023-03-11
22314,38261,50000,24.7,24,2597.92,2025-05-28
22315,6222,300000,12.9,6,56450.0,2024-04-05
22316,30937,300000,15.0,36,9583.33,2023-11-14
22317,18562,300000,13.2,18,18866.67,2024-10-06
22318,24761,50000,29.31,36,1795.97,2023-11-15
22319,38092,500000,35.01,24,28127.08,2024-10-29
22320,45417,300000,33.11,6,66555.0,2024-07-11
22321,36544,500000,21.0,24,25208.33,2025-02-19
22322,26309,300000,16.21,18,19368.33,2025-06-12
22323,12271,300000,24.34,6,62170.0,2023-12-24
22324,33433,200000,24.73,18,13858.89,2025-06-19
22325,33433,50000,24.93,36,1735.14,2024-03-20
22326,21713,300000,30.06,12,32515.0,2024-04-27
22327,21713,200000,22.7,24,10225.0,2024-08-08
22328,18116,300000,25.2,12,31300.0,2023-08-06
22329,18116,200000,19.2,36,6622.22,2025-10-09
22330,31890,200000,24.74,12,20790.0,2023-07-16
22331,48409,200000,32.19,24,11015.83,2023-02-07
22332,44514,300000,26.78,36,10565.0,2024-03-28
22333,47812,300000,20.21,12,30052.5,2025-02-09
22334,218,200000,21.66,18,13517.78,2024-02-14
22335,2090,200000,16.31,36,6461.67,2025-01-25
22337,32822,500000,25.3,18,34805.56,2024-10-04
22338,27399,300000,34.76,12,33690.0,2023-08-24
22339,1778,300000,22.93,12,30732.5,2023-08-12
22340,26229,300000,26.87,24,15858.75,2024-08-19
22341,9434,200000,13.69,6,37896.67,2023-02-23
22342,30272,50000,13.73,36,1579.58,2023-06-25
22343,30272,200000,18.52,36,6584.44,2024-03-15
22344,48307,50000,27.86,12,5327.5,2023-05-04
22345,5195,50000,24.22,24,2587.92,2024-12-02
22346,47308,500000,26.71,6,105591.67,2024-11-12
22347,47308,100000,23.89,36,3441.39,2023-01-31
22348,47308,500000,19.68,6,99733.33,2025-10-06
22349,32144,300000,35.74,12,33935.0,2025-08-18
22350,37595,200000,19.95,6,39983.33,2024-09-04
22351,24331,500000,23.73,24,25777.08,2023-09-01
22352,24331,500000,23.28,36,17122.22,2023-08-13
22353,43482,500000,33.13,12,55470.83,2025-04-19
22354,39115,100000,34.38,36,3732.78,2023-04-15
22356,28125,200000,28.75,36,7152.78,2023-11-28
22357,22264,300000,26.32,12,31580.0,2023-12-07
22358,6792,200000,13.99,36,6332.78,2025-11-13
22359,49380,100000,34.11,36,3725.28,2024-06-15
22360,21170,500000,26.27,24,26306.25,2025-04-16
22361,21170,500000,19.86,12,49941.67,2024-03-03
22362,21170,300000,16.13,18,19355.0,2023-08-15
22363,15416,300000,32.63,24,16578.75,2023-10-10
22364,15416,50000,35.88,24,2830.83,2023-05-08
22365,19876,500000,26.13,12,52554.17,2025-09-09
22366,19876,50000,16.68,36,1620.56,2023-03-24
22367,10972,300000,15.21,6,57605.0,2023-07-15
22368,10972,500000,34.32,36,18655.56,2023-10-01
22369,10972,50000,31.24,18,3645.56,2023-05-01
22370,18851,300000,32.94,36,11078.33,2023-03-30
22371,18851,300000,26.4,12,31600.0,2024-08-24
22372,18851,200000,29.74,12,21623.33,2023-07-28
22373,42116,200000,33.52,36,7417.78,2025-11-20
22374,16532,500000,15.25,12,48020.83,2024-10-16
22375,48555,100000,24.67,12,10389.17,2025-12-20
22376,48555,50000,25.62,36,1744.72,2024-12-31
22377,30068,50000,15.73,12,4822.08,2023-11-21
22378,36801,100000,17.98,18,6554.44,2024-03-17
22379,36801,200000,22.62,6,40873.33,2023-05-18
22380,28423,200000,25.95,24,10495.83,2023-02-06
22381,47506,300000,27.07,12,31767.5,2026-01-02
22382,30196,200000,21.86,18,13540.0,2025-12-04
22383,30196,50000,34.69,12,5612.08,2024-02-26
22384,34406,100000,33.49,18,7416.11,2024-01-02
22385,45614,100000,27.66,18,7092.22,2023-07-25
22386,48657,300000,18.37,18,19728.33,2025-05-28
22387,46578,50000,17.47,18,3263.06,2025-12-23
22388,46578,200000,33.76,12,22293.33,2025-01-26
22389,2330,100000,14.46,36,3179.44,2025-04-09
22390,29608,100000,30.95,36,3637.5,2023-08-01
22391,2077,300000,27.35,18,21225.0,2023-07-02
22392,48815,500000,19.21,18,33113.89,2024-02-20
22393,43192,100000,24.92,18,6940.0,2023-02-15
22394,43192,50000,19.1,18,3308.33,2024-04-05
22395,20302,500000,20.01,24,25002.08,2024-04-02
22396,17524,50000,34.75,18,3743.06,2025-11-02
22397,17524,50000,14.57,18,3182.5,2025-11-10
22398,17524,50000,19.62,18,3322.78,2025-05-12
22399,34237,50000,34.66,24,2805.42,2025-04-29
22400,46871,50000,23.81,36,1719.58,2025-08-31
22401,46871,300000,25.41,18,20901.67,2024-09-25
22402,46871,200000,31.68,6,43893.33,2023-04-20
22403,9648,500000,29.72,12,54050.0,2025-09-05
22404,35294,300000,34.59,6,67295.0,2023-11-08
22405,35294,300000,18.03,18,19671.67,2024-01-23
22406,31583,500000,24.24,24,25883.33,2024-02-06
22407,29720,200000,18.85,12,19808.33,2024-06-16
22408,3368,100000,32.4,12,11033.33,2024-01-21
22409,33734,100000,34.61,6,22435.0,2025-09-30
22410,24092,50000,23.22,24,2567.08,2025-08-26
22411,34323,200000,30.33,18,14481.11,2023-08-22
22412,26189,100000,26.18,18,7010.0,2025-10-05
22413,34382,500000,21.27,12,50529.17,2023-11-20
22414,10578,200000,14.47,6,38156.67,2024-07-17
22415,28200,100000,34.81,12,11234.17,2023-01-24
22416,15176,50000,14.61,24,2387.71,2024-09-10
22417,15176,200000,33.86,36,7436.67,2023-12-11
22419,1634,200000,30.68,18,14520.0,2023-12-10
22420,20821,500000,26.67,12,52779.17,2025-11-22
22421,45991,200000,35.65,24,11304.17,2024-07-31
22422,15350,200000,31.82,24,10985.0,2025-03-20
22423,19948,100000,27.39,36,3538.61,2024-06-18
22424,19948,50000,21.11,12,5046.25,2023-08-11
22425,19948,50000,26.41,12,5267.08,2023-04-25
22426,36989,200000,14.42,36,6356.67,2024-12-27
22427,22415,200000,15.59,12,19265.0,2025-11-06
22428,12354,200000,28.21,6,42736.67,2024-03-12
22429,41919,100000,19.19,36,3310.83,2023-11-26
22430,25998,300000,14.31,36,9525.83,2024-06-28
22431,25998,500000,21.61,6,101341.67,2025-11-04
22432,34613,500000,34.61,24,28043.75,2025-01-22
22433,8159,500000,28.46,6,107050.0,2025-05-28
22434,8159,50000,14.95,12,4789.58,2025-02-08
22435,22391,500000,22.79,18,34108.33,2024-09-23
22436,18912,300000,26.79,6,63395.0,2025-12-22
22437,31673,50000,22.85,12,5118.75,2023-08-27
22439,2089,500000,12.69,12,46954.17,2024-04-01
22440,39879,300000,14.54,24,14317.5,2025-04-02
22441,10320,50000,17.54,12,4897.5,2024-05-13
22442,10320,100000,29.06,24,5377.5,2023-01-29
22444,18612,500000,28.3,6,106916.67,2024-10-15
22446,17392,300000,14.76,36,9563.33,2024-07-19
22447,17392,500000,29.35,6,107791.67,2025-04-09
22449,36409,100000,30.6,18,7255.56,2023-05-23
22450,17395,500000,16.69,6,97241.67,2023-06-18
22451,17395,50000,22.47,6,10205.83,2025-03-25
22452,607,500000,26.29,6,105241.67,2024-10-14
22453,2580,500000,19.18,18,33105.56,2023-09-10
22454,2580,300000,17.77,24,14721.25,2024-10-11
22455,11939,50000,24.97,36,1735.69,2023-07-07
22456,10360,500000,12.16,6,93466.67,2025-08-05
22457,25334,500000,22.12,36,16961.11,2024-06-05
22458,25334,50000,21.7,24,2535.42,2024-08-10
22459,37285,50000,32.21,18,3672.5,2024-08-24
22460,20745,100000,18.05,18,6558.33,2025-02-01
22461,42706,500000,33.33,6,111108.33,2025-07-07
22462,41162,500000,12.87,12,47029.17,2023-03-22
22463,32602,500000,20.7,18,33527.78,2023-08-08
22464,32602,50000,33.44,24,2780.0,2024-09-20
22465,29063,500000,23.63,12,51512.5,2023-09-01
22466,29063,200000,31.26,36,7292.22,2024-01-01
22467,49409,200000,17.52,12,19586.67,2025-08-20
22468,3346,200000,20.38,36,6687.78,2025-10-19
22469,16206,100000,23.64,24,5151.67,2024-06-19
22470,16206,300000,16.12,6,58060.0,2025-03-03
22471,32647,300000,24.81,18,20801.67,2025-11-03
22472,42420,300000,32.23,6,66115.0,2025-12-09
22473,13606,300000,25.27,36,10439.17,2023-08-04
22475,45513,200000,12.81,36,6267.22,2023-11-29
22476,32534,500000,18.71,36,16487.5,2023-10-09
22477,32534,500000,30.4,6,108666.67,2025-12-14
22478,16908,200000,26.33,36,7018.33,2023-09-29
22479,39601,50000,34.88,36,1873.33,2023-10-20
22480,39601,50000,27.02,24,2646.25,2024-02-15
22481,39601,500000,24.27,12,51779.17,2023-06-29
22482,36008,200000,14.71,24,9559.17,2025-07-13
22483,32209,50000,30.95,18,3637.5,2023-11-03
22484,34143,50000,19.99,6,9999.17,2026-01-04
22485,34143,200000,24.11,18,13790.0,2023-06-08
22486,34143,500000,27.55,6,106291.67,2023-07-13
22487,8096,200000,14.75,24,9562.5,2024-10-20
22488,8096,500000,12.99,36,15693.06,2024-08-07
22489,25200,200000,24.95,36,6941.67,2024-06-03
22490,17291,50000,30.55,36,1813.19,2025-03-05
22491,2459,50000,29.95,18,3609.72,2025-03-20
22492,16251,50000,35.16,6,11263.33,2024-11-20
22493,19072,500000,28.03,12,53345.83,2023-05-31
22494,29240,300000,34.43,18,22405.0,2024-04-16
22495,25653,50000,29.17,6,10764.17,2025-08-25
22496,12359,500000,16.86,12,48691.67,2025-03-25
22497,38115,100000,35.38,12,11281.67,2024-01-29
22498,34528,500000,31.72,6,109766.67,2023-08-08
22499,19708,500000,22.6,12,51083.33,2023-02-25
22500,40245,500000,25.35,24,26114.58,2024-04-11
22501,48538,200000,21.69,18,13521.11,2024-07-02
22502,48939,500000,22.18,12,50908.33,2024-02-23
22503,28051,300000,17.22,24,14652.5,2025-01-14
22505,48176,500000,27.87,6,106558.33,2023-10-14
22506,34279,200000,25.24,18,13915.56,2024-02-01
22507,34721,300000,20.33,6,60165.0,2025-04-23
22508,33963,100000,26.91,36,3525.28,2023-04-11
22510,40231,500000,21.65,36,16895.83,2025-07-29
22511,19157,300000,23.84,6,61920.0,2025-12-08
22512,19157,100000,20.4,6,20066.67,2024-04-24
22513,17733,200000,16.19,6,38730.0,2023-09-06
22514,17733,300000,32.67,18,22111.67,2024-10-27
22515,17733,200000,28.75,36,7152.78,2025-09-29
22516,37550,50000,19.5,6,9958.33,2023-11-17
22517,37550,100000,21.49,6,20248.33,2025-01-02
22518,22871,500000,20.33,18,33425.0,2025-12-17
22520,27020,50000,17.89,36,1637.36,2025-08-17
22521,14259,100000,18.73,12,9894.17,2023-01-20
22522,36303,100000,16.34,6,19390.0,2024-04-22
22523,36303,300000,28.37,18,21395.0,2025-12-11
22524,49157,500000,18.14,6,98450.0,2024-06-07
22525,49157,300000,32.05,24,16506.25,2023-06-19
22526,46164,200000,24.51,18,13834.44,2023-11-05
22527,28287,100000,32.34,36,3676.11,2025-05-09
22528,28287,200000,16.68,6,38893.33,2024-09-04
22529,16245,300000,18.71,36,9892.5,2024-11-24
22530,16245,50000,13.36,12,4723.33,2024-02-27
22531,26888,50000,31.94,24,2748.75,2025-03-31
22532,18329,100000,33.85,36,3718.06,2023-09-30
22533,4335,500000,32.95,6,110791.67,2025-04-02
22534,33878,300000,20.28,18,20046.67,2025-04-26
22535,18388,100000,14.32,36,3175.56,2023-07-02
22536,26909,500000,26.96,36,17633.33,2023-02-17
22537,36128,50000,18.38,12,4932.5,2023-01-20
22538,36128,50000,19.91,12,4996.25,2025-07-07
22540,20359,50000,35.75,24,2828.12,2024-03-01
22541,20189,300000,18.71,24,14838.75,2024-06-20
22542,25688,500000,31.02,12,54591.67,2024-07-14
22543,25688,300000,28.18,12,32045.0,2025-07-25
22544,33491,50000,25.63,24,2617.29,2023-12-20
22545,20225,100000,29.26,6,21543.33,2023-05-21
22546,20225,50000,28.72,6,10726.67,2025-06-28
22547,46087,300000,19.21,12,29802.5,2024-10-20
22548,46087,500000,35.59,24,28247.92,2023-03-12
22549,26236,300000,17.14,18,19523.33,2025-10-19
22550,40167,200000,30.27,24,10855.83,2025-05-06
