loan_id,months_paid,default_flag,default_month,recovered_amount
26523,28,0,,99337.84
26524,6,1,6.0,39703.23
26525,6,0,,39223.74
26526,16,0,,752200.0
26527,9,1,9.0,400723.2
26528,23,1,23.0,488682.07
26529,29,1,29.0,174850.77
26530,29,0,,209331.57
26531,11,0,,168602.45
26532,17,0,,614597.26
26533,11,0,,474540.0
26534,11,0,,75606.63
26535,11,0,,17575.58
26536,2,1,2.0,18798.83
26537,6,1,6.0,179790.96
26538,12,1,12.0,905681.6
26539,7,1,7.0,45320.81
26540,3,0,,336699.99
26541,14,0,,211242.5
26542,29,0,,327530.93
26543,1,0,,62065.0
26544,29,0,,216307.81
26545,6,0,,200700.0
26546,13,0,,66966.25
26547,9,0,,93210.03
26548,4,0,,84413.32
26549,11,0,,601745.87
26550,3,0,,57455.01
26551,6,0,,148637.52
26552,2,0,,80746.66
26553,17,0,,132738.21
26554,7,1,7.0,15818.4
26555,35,0,,124172.3
26556,2,1,2.0,8573.05
26557,11,0,,646305.0
26558,3,0,,200910.0
26559,1,1,1.0,12139.57
26560,15,0,,24752.1
26561,18,0,,362430.0
26562,7,0,,49326.69
26563,4,0,,157866.68
26564,30,1,30.0,30257.33
26565,7,0,,726775.0
26566,23,0,,581133.41
26567,19,0,,68347.18
26568,17,0,,81238.75
26569,9,0,,194490.0
26570,37,0,,401665.71
26571,42,0,,449925.0
26572,8,0,,150533.36
26573,24,0,,90259.92
26574,14,1,14.0,469321.13
26575,3,0,,65655.0
26576,19,0,,126951.73
26577,4,0,,419533.32
26578,11,0,,246216.63
26579,4,0,,43003.32
26580,37,1,37.0,337462.04
26581,8,0,,37743.36
26582,9,0,,30185.01
26583,30,0,,425100.0
26584,15,0,,25024.95
26585,4,0,,392800.0
26586,15,0,,195916.65
26587,8,0,,479440.0
26588,12,0,,114230.04
26589,42,0,,67824.12
26590,3,0,,304425.0
26591,7,0,,121391.69
26592,19,0,,667163.91
26593,13,0,,174055.57
26594,2,0,,69666.66
26595,10,0,,34772.2
26596,8,1,8.0,36269.68
26597,22,0,,372808.26
26598,22,0,,566500.0
26599,3,0,,40269.99
26600,5,0,,54262.5
26601,28,0,,51854.32
26602,31,0,,483255.59
26603,6,0,,84979.98
26604,3,0,,10052.49
26605,7,0,,50707.23
26606,8,0,,87926.64
26607,3,0,,58740.0
26608,41,1,41.0,56506.64
26609,14,0,,150255.0
26610,30,1,30.0,706958.1
26611,35,0,,111805.4
26612,5,0,,94466.65
26613,10,0,,65244.4
26614,17,0,,916795.89
26615,11,1,11.0,172455.59
26616,20,0,,701166.6
26617,16,0,,247640.0
26618,9,0,,46987.47
26619,13,0,,129360.79
26620,17,0,,564494.52
26621,11,1,11.0,360847.74
26622,15,1,15.0,179040.08
26623,9,0,,99262.53
26624,4,0,,43376.68
26625,42,1,42.0,565095.59
26626,19,0,,64832.18
26627,37,1,37.0,47603.16
26628,14,0,,437955.0
26629,11,0,,68456.63
26630,13,1,13.0,451246.35
26631,42,0,,293066.76
26632,7,1,7.0,113116.74
26633,6,0,,262099.98
26634,7,0,,230580.0
26635,2,0,,28984.44
26636,7,0,,264693.31
26637,8,0,,146288.88
26638,12,0,,291150.0
26639,2,0,,81120.0
26640,34,0,,179718.39
26641,13,1,13.0,125815.85
26642,24,0,,394300.08
26643,18,0,,28807.56
26644,1,0,,23741.67
26645,22,0,,166038.84
26646,29,0,,52703.44
26647,10,0,,53991.7
26648,16,1,16.0,616452.87
26649,5,0,,103483.35
26650,21,0,,420875.07
26651,5,0,,172958.35
26652,25,0,,40798.5
26653,11,0,,231330.0
26654,17,0,,346318.39
26655,12,0,,249380.04
26656,7,0,,96327.77
26657,2,0,,41663.34
26658,4,0,,174640.0
26659,2,1,2.0,12908.18
26660,3,0,,7760.01
26661,8,1,8.0,57475.7
26662,11,0,,246418.37
26663,8,1,8.0,224950.93
26664,3,0,,95391.66
26665,36,1,36.0,206613.88
26666,24,0,,62454.96
26667,10,0,,26797.9
26668,1,0,,49395.83
26669,4,1,4.0,85348.71
26670,21,0,,73301.76
26671,1,1,1.0,2062.86
26672,4,1,4.0,59084.18
26673,3,0,,50167.5
26674,18,1,18.0,98464.66
26675,13,0,,22966.71
26676,19,0,,122328.27
26677,32,0,,118275.52
26678,1,0,,6414.44
26679,34,0,,63740.48
26680,14,0,,89763.38
26681,8,0,,240200.0
26682,5,0,,12990.65
26683,1,0,,6872.22
26684,10,0,,140344.4
26685,4,0,,18910.0
26686,23,1,23.0,553042.1
26687,15,0,,404312.55
26688,7,0,,145273.31
26689,16,0,,264466.72
26690,11,1,11.0,28889.21
26691,1,0,,44676.67
26692,9,0,,353970.0
26693,6,0,,30364.98
26694,17,0,,575152.5
26695,19,1,19.0,42898.48
26696,7,0,,419090.0
26697,13,0,,280518.29
26698,30,1,30.0,533728.58
26699,15,0,,36606.3
26700,20,0,,142466.6
26701,15,1,15.0,234113.88
26702,29,0,,803904.07
26703,11,0,,17525.09
26704,12,0,,66759.96
26705,2,0,,30044.44
26706,4,0,,116230.0
26707,23,0,,748075.0
26708,10,0,,571600.05
26709,24,0,,636150.0
26710,9,0,,348450.03
26711,35,0,,228880.4
26712,19,0,,455247.98
26713,7,0,,203227.5
26714,14,1,14.0,126320.62
26715,5,0,,49975.0
26716,1,0,,37990.0
26717,3,1,3.0,25626.54
26718,2,0,,104550.0
26719,8,0,,26537.76
26720,8,0,,56102.24
26721,24,0,,133980.0
26722,11,1,11.0,1519632.97
26723,21,0,,532350.0
26724,8,1,8.0,23538.44
26725,21,0,,142134.93
26726,33,0,,93300.57
26727,27,1,27.0,96209.22
26728,8,0,,20693.36
26729,6,0,,33327.48
26730,2,0,,54466.66
26731,3,0,,113340.0
26732,5,0,,51008.35
26733,18,1,18.0,22151.62
26734,9,0,,160412.49
26735,21,0,,352143.85
26736,9,0,,173610.0
26737,8,1,8.0,61758.5
26738,2,0,,51140.32
26739,24,1,24.0,75425.6
26740,3,0,,30165.0
26741,23,1,23.0,237337.28
26742,8,0,,22070.04
26743,8,0,,755800.0
26744,40,0,,140200.0
26745,17,0,,243610.0
26746,17,0,,59688.87
26747,6,0,,38940.0
26748,25,0,,245104.25
26749,5,0,,26862.5
26750,5,0,,33280.55
26751,10,0,,67550.0
26752,24,1,24.0,146672.88
26753,12,1,12.0,43543.52
26754,11,0,,440513.37
26755,16,0,,349680.0
26756,16,0,,116817.76
26757,13,1,13.0,104852.53
26758,17,1,17.0,25868.28
26759,12,0,,175905.0
26760,5,0,,97108.35
26761,4,0,,39753.32
26762,5,0,,1338881.95
26763,27,0,,385965.0
26764,25,0,,351781.25
26765,28,0,,100380.0
26766,38,0,,60789.36
26767,12,0,,309174.96
26768,1,0,,61640.0
26769,7,0,,117810.0
26770,19,0,,134393.27
26771,11,0,,654170.0
26772,6,0,,64519.98
26773,18,0,,233740.08
26774,12,0,,28569.96
26775,7,0,,446565.0
26776,11,1,11.0,65221.47
26777,8,0,,389166.64
26778,16,0,,502759.92
26779,1,0,,61365.0
26780,8,0,,76273.36
26781,13,0,,422175.0
26782,13,0,,262556.71
26783,2,0,,19335.0
26784,3,0,,67550.01
26785,1,0,,33792.5
26786,8,0,,13761.12
26787,12,0,,131120.04
26788,12,1,12.0,191834.16
26789,29,1,29.0,1044874.37
26790,1,0,,11240.83
26791,12,1,12.0,49658.82
26792,27,1,27.0,201555.65
26793,15,1,15.0,108247.49
26794,18,0,,88320.06
26795,14,0,,70840.0
26796,6,0,,84206.64
26797,1,1,1.0,29877.26
26798,2,0,,6285.0
26799,14,1,14.0,17272.78
26800,15,0,,113074.95
26801,8,0,,86613.36
26802,14,0,,399350.0
26803,3,1,3.0,2557.76
26804,29,0,,76566.09
26805,23,1,23.0,103974.51
26806,19,0,,209285.0
26807,2,0,,33616.66
26808,23,1,23.0,664576.74
26809,2,0,,18966.66
26810,13,0,,269078.29
26811,7,0,,309553.79
26812,21,0,,49476.84
26813,8,0,,151893.36
26814,13,1,13.0,360815.5
26815,41,0,,262962.11
26816,29,1,29.0,67049.41
26817,19,0,,306398.75
26818,2,0,,128980.0
26819,6,0,,126670.02
26820,5,0,,37172.2
26821,2,0,,30987.5
26822,11,0,,261135.38
26823,17,0,,117130.0
26824,37,1,37.0,232853.53
26825,4,0,,144933.32
26826,1,1,1.0,3202.54
26827,34,0,,231860.96
26828,8,0,,55924.48
26829,13,0,,374790.0
26830,2,0,,19056.66
26831,1,0,,9516.67
26832,11,0,,207661.63
26833,7,0,,18547.06
26834,13,0,,315875.62
26835,35,0,,362483.45
26836,26,0,,642007.34
26837,11,0,,619391.63
26838,18,0,,168345.0
26839,26,1,26.0,104058.18
26840,27,1,27.0,44931.12
26841,2,0,,219083.34
26842,37,0,,395930.71
26843,10,0,,33105.6
26844,2,1,2.0,20143.29
26845,10,0,,111658.3
26846,7,0,,177522.94
26847,10,1,10.0,69161.61
26848,1,0,,21335.0
26849,4,0,,75933.32
26850,8,0,,78706.64
26851,23,0,,250853.41
26852,13,0,,250726.71
26853,3,0,,32115.0
26854,10,0,,196116.7
26855,14,0,,655375.0
26856,6,0,,401370.0
26857,10,0,,112933.3
26858,8,0,,526480.0
26859,15,1,15.0,255936.89
26860,7,1,7.0,493417.54
26861,12,1,12.0,26162.36
26862,8,1,8.0,185930.55
26863,5,0,,18251.4
26864,13,0,,69772.04
26865,3,0,,94237.5
26866,7,0,,444290.0
26867,10,1,10.0,126476.26
26868,17,0,,879891.61
26869,10,0,,25606.3
26870,21,0,,518175.0
26871,19,1,19.0,155181.85
26872,6,0,,65685.0
26873,16,1,16.0,105457.73
26874,20,0,,990613.4
26875,17,0,,894341.61
26876,15,0,,817562.55
26877,24,0,,76373.28
26878,2,0,,30470.0
26879,12,0,,160280.04
26880,3,0,,30962.49
26881,1,1,1.0,1735.67
26882,10,0,,69411.1
26883,14,0,,78475.88
26884,10,0,,318275.0
26885,14,0,,227461.08
26886,3,0,,312699.99
26887,6,0,,42853.32
26888,22,0,,314682.5
26889,5,1,5.0,39539.3
26890,9,0,,1460925.04
26891,2,1,2.0,92559.69
26892,2,0,,32170.0
26893,16,0,,200053.28
26894,1,0,,2389.58
26895,2,0,,21890.0
26896,19,1,19.0,298606.13
26897,23,0,,777783.41
26898,37,0,,275567.86
26899,12,1,12.0,47293.07
26900,5,0,,247583.35
26901,6,0,,121230.0
26902,24,1,24.0,85442.28
26903,38,0,,265050.0
26904,18,0,,99052.56
26905,15,1,15.0,42532.73
26906,22,0,,821822.32
26907,17,0,,63480.89
26908,8,0,,216433.36
26909,5,0,,63472.2
26910,30,0,,153900.0
26911,4,0,,80353.32
26912,7,0,,112822.5
26913,3,0,,21013.32
26914,12,1,12.0,973195.16
26915,18,0,,179460.0
26916,12,0,,118820.04
26917,1,0,,19098.33
26918,10,0,,110316.7
26919,28,0,,458430.0
26920,2,1,2.0,15320.66
26921,15,0,,230587.5
26922,18,0,,176099.94
26923,8,0,,181825.92
26924,10,0,,338175.0
26925,23,0,,442405.0
26926,7,1,7.0,33841.52
26927,13,0,,259978.29
26928,6,1,6.0,38465.06
26929,6,1,6.0,49831.12
26930,18,0,,548730.0
26931,12,0,,523440.0
26932,12,0,,225800.04
26933,26,0,,457166.58
26934,7,0,,312200.0
26935,9,1,9.0,152599.73
26936,15,1,15.0,249674.69
26937,9,0,,460950.03
26938,13,0,,257378.29
26939,19,0,,127658.91
26940,8,0,,207150.0
26941,6,0,,61834.98
26942,3,0,,87750.0
26943,6,0,,343260.0
26944,5,0,,105091.65
26945,3,0,,295899.99
26946,39,0,,294233.16
26947,8,0,,149973.36
26948,23,0,,116581.25
26949,13,0,,48035.0
26950,7,0,,93971.08
26951,12,1,12.0,388942.55
26952,31,0,,560927.64
26953,4,1,4.0,173985.45
26954,7,0,,472360.0
26955,1,1,1.0,5240.67
26956,5,0,,123191.0
26957,13,0,,135026.71
26958,8,1,8.0,26404.8
26959,3,0,,58985.01
26960,4,0,,10987.52
26961,1,0,,10443.33
26962,25,0,,371593.75
26963,14,0,,236967.57
26964,8,1,8.0,72868.44
26965,25,0,,358687.5
26966,14,0,,299973.38
26967,3,0,,28637.49
26968,8,0,,873066.64
26969,27,1,27.0,441351.31
26970,30,0,,450300.0
26971,19,0,,199785.0
26972,5,0,,235729.15
26973,5,0,,122812.5
26974,4,0,,27666.68
26975,11,0,,1138866.63
26976,12,1,12.0,110777.66
26977,32,0,,338213.44
26978,2,1,2.0,1538.55
26979,10,1,10.0,95960.11
26980,3,1,3.0,10753.49
26981,20,0,,214916.6
26982,13,0,,255666.71
26983,5,0,,333100.0
26984,17,0,,45613.04
26985,10,0,,36933.3
26986,3,0,,56979.99
26987,4,0,,63969.2
26988,2,0,,21731.66
26989,13,0,,501987.46
26990,11,0,,624745.0
26991,15,0,,39543.75
26992,30,0,,333474.9
26993,33,1,33.0,484302.3
26994,27,0,,453037.59
26995,18,0,,439458.75
26996,7,0,,97774.46
26997,10,0,,72222.2
26998,1,0,,52012.5
26999,19,0,,91215.77
27000,16,0,,877333.28
27001,19,1,19.0,173681.86
27002,15,0,,539791.65
27003,8,0,,69427.6
27004,11,0,,407213.84
27005,33,0,,117571.74
27006,5,0,,111450.0
27007,14,0,,264036.08
27008,3,0,,14746.26
27009,6,1,6.0,21787.25
27010,33,0,,358435.11
27011,25,0,,122427.0
27012,7,1,7.0,557830.4
27013,10,0,,201433.3
27014,9,0,,371400.03
27015,30,1,30.0,316396.86
27016,9,0,,285824.97
27017,5,1,5.0,87178.77
27018,5,1,5.0,120257.51
27019,7,0,,723625.0
27020,8,0,,82546.64
27021,7,0,,12551.42
27022,5,0,,23804.15
27023,2,0,,77846.66
27024,6,0,,67605.03
27025,4,1,4.0,61146.89
27026,11,0,,1151150.0
27027,8,0,,856333.36
27028,18,0,,375159.42
27029,24,0,,129880.08
27030,20,0,,354361.2
27031,14,1,14.0,282663.97
27032,16,0,,324106.72
27033,27,0,,761850.09
27034,10,0,,208216.7
27035,21,0,,270736.62
27036,8,0,,215600.0
27037,5,1,5.0,204611.9
27038,22,0,,82982.68
27039,13,1,13.0,126507.76
27040,16,0,,415933.28
27041,4,0,,135140.0
27042,16,0,,414600.0
27043,9,0,,29287.53
27044,2,1,2.0,7726.82
27045,16,0,,80460.0
27046,23,0,,255549.09
27047,9,0,,93712.5
27048,10,0,,632150.0
27049,39,0,,67556.58
27050,9,0,,44936.28
27051,17,1,17.0,15973.67
27052,7,0,,157243.31
27053,16,1,16.0,136465.29
27054,9,0,,448650.0
27055,9,1,9.0,66690.7
27056,13,0,,135893.29
27057,3,0,,29077.5
27058,34,0,,60057.26
27059,6,0,,133699.98
27060,11,0,,981206.98
27061,14,0,,221433.38
27062,6,0,,350970.0
27063,12,0,,86233.32
27064,18,0,,269797.5
27065,12,0,,463320.0
27066,24,0,,418360.8
27067,13,0,,528989.11
27068,34,0,,590325.0
27069,1,0,,7001.11
27070,5,0,,210266.65
27071,1,0,,5550.83
27072,10,0,,521250.0
27073,21,0,,76848.24
27074,2,0,,18743.34
27075,1,0,,62025.0
27076,24,1,24.0,87434.26
27077,12,0,,511119.96
27078,5,0,,494166.65
27079,11,1,11.0,160141.43
27080,17,0,,58395.0
27081,8,0,,197983.36
27082,2,0,,28433.34
27083,7,0,,1015762.58
27084,5,0,,100225.0
27085,7,0,,45360.0
27086,20,1,20.0,260037.83
27087,40,1,40.0,64259.86
27088,19,0,,414168.27
27089,1,0,,9706.67
27090,8,0,,441766.64
27091,9,0,,470962.53
27092,15,0,,104658.3
27093,8,0,,21715.04
27094,27,0,,66757.5
27095,6,0,,101062.5
27096,11,0,,639375.0
27097,17,0,,281328.75
27098,9,0,,380400.03
27099,8,0,,195616.64
27100,10,0,,633300.0
27101,5,1,5.0,183635.12
27102,4,0,,122170.0
27103,4,0,,57520.0
27104,3,0,,38273.34
27105,5,0,,202671.9
27106,39,0,,434330.13
27107,1,0,,120913.83
27108,9,0,,95302.53
27109,5,0,,71575.0
27110,8,0,,267977.76
27111,5,0,,242687.5
27112,12,0,,66399.96
27113,1,0,,9860.0
27114,2,0,,22418.34
27115,4,0,,89126.68
27116,4,0,,40740.0
27117,6,0,,14657.52
27118,28,1,28.0,516172.73
27119,30,0,,74250.0
27120,16,1,16.0,152492.55
27121,27,0,,254748.24
27122,2,1,2.0,3535.75
27123,18,0,,885074.94
27124,21,0,,760958.31
27125,2,0,,66238.88
27126,16,0,,57817.76
27127,3,0,,196965.0
27128,17,1,17.0,484780.87
27129,9,0,,528975.0
27130,16,0,,557955.52
27131,3,1,3.0,52801.39
27132,21,0,,109707.57
27133,17,0,,286896.16
27134,30,0,,283500.0
27135,1,0,,5363.33
27136,33,0,,103748.37
27137,19,0,,45651.49
27138,25,0,,441909.75
27139,16,0,,83180.0
27140,22,0,,331347.5
27141,5,0,,140200.0
27142,5,0,,52337.5
27143,41,0,,129730.97
27144,5,0,,295875.0
27145,7,1,7.0,167672.69
27146,6,0,,120450.0
27147,30,0,,145400.1
27148,9,0,,88702.47
27149,16,1,16.0,214139.69
27150,7,0,,440265.0
27151,10,0,,52058.3
27152,4,0,,13455.56
27153,14,0,,73686.62
27154,3,0,,117009.99
27155,1,0,,37493.33
27156,41,0,,148249.03
27157,7,1,7.0,31377.91
27158,29,0,,785175.0
27159,8,0,,282066.64
27160,2,0,,28606.66
27161,24,0,,754000.08
27162,16,0,,277488.96
27163,1,0,,13102.22
27164,2,0,,27888.88
27165,9,0,,844499.97
27166,3,0,,67055.01
27167,12,0,,542960.04
27168,6,0,,56125.02
27169,20,0,,63577.8
27170,18,0,,169558.11
27171,10,0,,100483.3
27172,18,0,,97349.94
27173,17,0,,79616.61
27174,32,1,32.0,283950.18
27175,14,0,,279930.0
27176,29,0,,139574.68
27177,21,0,,113531.25
27178,2,0,,6466.66
27179,27,0,,486337.5
27180,14,1,14.0,47267.36
27181,5,0,,56587.5
27182,27,0,,283162.5
27183,19,1,19.0,67092.22
27184,8,0,,75360.0
27185,3,0,,9612.51
27186,34,0,,578850.0
27187,32,0,,316346.56
27188,30,0,,338525.1
27189,1,0,,4907.09
27190,2,0,,6823.88
27191,11,0,,1119433.37
27192,4,0,,193983.32
27193,2,0,,20291.66
27194,15,1,15.0,53874.28
27195,6,0,,39769.98
27196,9,0,,1008000.0
27197,17,0,,877058.39
27198,30,0,,333300.0
27199,29,1,29.0,80999.82
27200,1,0,,63070.0
27201,5,0,,511541.65
27202,3,0,,16575.0
27203,5,0,,95433.35
27204,9,0,,173310.03
27205,11,0,,1233191.63
27206,3,0,,28524.99
27207,8,0,,90660.0
27208,10,0,,328333.3
27209,16,0,,1443956.64
27210,6,0,,112959.99
27211,17,0,,53852.26
27212,4,0,,7288.88
27213,12,0,,665900.04
27214,21,0,,51887.43
27215,8,0,,86153.36
27216,7,0,,100325.54
27217,5,0,,111541.65
27218,9,0,,236137.5
27219,12,0,,84150.36
27220,9,0,,89295.03
27221,1,0,,4795.42
27222,5,0,,224883.35
27223,28,0,,718375.0
27224,10,0,,160025.0
27225,20,0,,67400.0
27226,32,0,,234346.56
27227,4,0,,219533.32
27228,7,0,,142555.0
27229,33,0,,53524.02
27230,2,1,2.0,41309.58
27231,16,1,16.0,88267.5
27232,4,0,,10797.52
27233,5,0,,18400.0
27234,7,0,,38185.0
27235,4,0,,174120.0
27236,3,0,,61740.0
27237,10,0,,204866.7
27238,32,0,,568177.92
27239,6,0,,28402.5
27240,3,0,,56304.99
27241,10,0,,71027.8
27242,12,0,,112209.96
27243,19,0,,385383.27
27244,6,0,,126930.0
27245,33,0,,597300.0
27246,2,0,,74222.22
27247,11,0,,2420331.21
27248,4,0,,859533.52
27249,6,0,,658900.02
27250,6,1,6.0,88027.0
27251,15,0,,25362.45
27252,19,0,,205580.0
27253,3,0,,323475.0
27254,10,0,,200783.3
27255,12,0,,170480.04
27256,9,1,9.0,102915.72
27257,3,0,,84322.5
27258,15,0,,54154.2
27259,12,0,,32274.96
27260,4,0,,42753.32
27261,4,1,4.0,330592.55
27262,5,0,,110391.65
27263,11,0,,1057008.37
27264,17,0,,126820.0
27265,1,0,,63690.0
27266,14,1,14.0,20261.83
27267,10,0,,32900.0
27268,22,0,,229625.0
27269,10,1,10.0,167325.62
27270,16,0,,66270.0
27271,3,0,,15313.74
27272,28,0,,313926.76
27273,4,0,,157146.68
27274,8,1,8.0,100341.17
27275,9,0,,1444612.46
27276,25,1,25.0,589014.05
27277,13,1,13.0,62274.1
27278,6,0,,29050.02
27279,22,0,,819744.42
27280,25,1,25.0,176729.73
27281,25,0,,264645.75
27282,2,0,,272304.12
27283,4,0,,394366.68
27284,5,0,,74050.0
27285,5,0,,83287.5
27286,16,0,,504755.52
27287,27,0,,462937.41
27288,16,0,,87760.0
27289,10,0,,150575.0
27290,3,0,,74093.76
27291,34,0,,212632.26
27292,11,0,,221961.63
27293,10,0,,423666.7
27294,12,0,,1170099.96
27295,5,0,,48483.35
27296,9,0,,32252.49
27297,20,1,20.0,27546.76
27298,4,0,,67155.0
27299,4,0,,44200.0
27300,10,1,10.0,63430.2
27301,3,0,,33045.0
27302,8,0,,63120.0
27303,17,0,,87649.11
27304,7,0,,192908.31
27305,8,0,,265400.0
27306,24,0,,238234.32
27307,5,0,,296750.0
27308,15,0,,766375.05
27309,20,0,,563625.0
27310,30,0,,338925.0
27311,17,0,,381905.0
27312,17,0,,57573.39
27313,24,0,,131040.0
27314,6,0,,63765.0
27315,11,0,,721820.0
27316,17,0,,124496.61
27317,15,0,,162512.55
27318,25,0,,124218.75
27319,26,0,,768471.6
27320,13,0,,146515.07
27321,22,0,,160160.0
27322,4,0,,19396.68
27323,16,0,,786666.72
27324,3,1,3.0,6344.06
27325,11,1,11.0,177705.31
27326,1,0,,19491.67
27327,15,1,15.0,35113.5
27328,20,0,,562000.0
27329,1,0,,32422.22
27330,5,1,5.0,32559.12
27331,12,0,,339390.0
27332,17,0,,614975.08
27333,11,0,,1045916.63
27334,15,1,15.0,254461.69
27335,21,1,21.0,23865.66
27336,6,0,,127330.02
27337,2,1,2.0,6964.81
27338,7,0,,72444.19
27339,4,0,,41806.68
27340,11,0,,28256.25
27341,15,0,,305899.95
27342,8,0,,309733.36
27343,34,0,,118140.48
27344,3,0,,121950.0
27345,30,0,,52420.8
27346,11,0,,61439.62
27347,5,0,,55275.0
27348,6,0,,214656.36
27349,3,0,,32652.51
27350,1,0,,5475.42
27351,7,0,,77956.69
27352,7,0,,69399.19
27353,19,0,,648005.64
27354,10,0,,107175.0
27355,8,1,8.0,15685.91
27356,20,0,,137811.2
27357,3,1,3.0,92133.14
27358,10,0,,408000.0
27359,22,0,,310762.32
27360,20,0,,150533.4
27361,12,1,12.0,139468.6
27362,12,0,,122900.04
27363,11,0,,364677.5
27364,13,0,,21484.32
27365,34,0,,59967.5
27366,11,0,,82188.37
27367,7,0,,269733.31
27368,10,0,,338775.0
27369,11,0,,1078458.37
27370,11,0,,222438.37
27371,17,0,,335438.39
27372,12,1,12.0,70793.92
27373,9,0,,28607.49
27374,9,1,9.0,389567.68
27375,3,0,,60489.99
27376,24,0,,115549.92
27377,6,1,6.0,105439.15
27378,12,0,,229580.04
27379,12,0,,1146000.0
27380,9,0,,215668.17
27381,6,1,6.0,12816.09
27382,14,1,14.0,230858.49
27383,9,1,9.0,219828.26
27384,40,0,,414433.2
27385,8,0,,19390.0
27386,14,0,,215617.5
27387,28,0,,74106.76
27388,4,0,,100166.68
27389,9,0,,195239.97
27390,5,0,,124447.9
27391,13,0,,61235.46
27392,19,0,,389880.0
27393,12,0,,43223.28
27394,26,0,,377845.0
27395,21,0,,217070.07
27396,1,0,,15401.25
27397,4,1,4.0,33777.85
27398,7,0,,392539.07
27399,2,0,,19001.66
27400,15,0,,35437.5
27401,37,0,,604487.5
27402,21,1,21.0,23661.68
27403,2,1,2.0,9846.16
27404,7,0,,17416.84
27405,35,0,,597688.35
27406,3,1,3.0,179899.45
27407,34,0,,61620.24
27408,21,0,,231612.57
27409,9,0,,182340.0
27410,41,0,,444713.47
27411,19,0,,52060.0
27412,3,0,,43923.33
27413,21,1,21.0,124233.43
27414,10,0,,49491.7
27415,24,0,,302986.56
27416,10,0,,103933.3
27417,15,0,,153825.0
27418,26,0,,723991.58
27419,21,0,,77694.12
27420,4,0,,29395.56
27421,32,0,,233208.96
27422,18,1,18.0,418262.23
27423,7,0,,408240.0
27424,7,0,,46235.0
27425,26,0,,85323.42
27426,39,0,,626383.29
27427,14,0,,220902.5
27428,14,1,14.0,67214.23
27429,11,0,,245355.0
27430,8,0,,13110.0
27431,38,0,,385858.46
27432,4,0,,396900.0
27433,25,1,25.0,21715.29
27434,5,1,5.0,196155.18
27435,9,0,,177810.03
27436,34,1,34.0,286973.39
27437,2,0,,39326.66
27438,8,0,,115600.0
27439,25,1,25.0,68297.87
27440,12,0,,1267400.04
27441,20,0,,329800.0
27442,42,0,,746666.76
27443,6,0,,19035.0
27444,8,1,8.0,59716.85
27445,25,1,25.0,38318.22
27446,29,0,,147428.75
27447,9,0,,504855.0
27448,2,0,,5219.16
27449,5,0,,77026.9
27450,5,0,,64555.55
27451,29,0,,535936.24
27452,16,0,,84586.72
27453,42,1,42.0,42613.62
27454,4,0,,85393.32
27455,11,0,,92138.81
27456,13,0,,259480.0
27457,4,0,,252840.0
27458,4,0,,56645.0
27459,21,0,,151001.76
27460,23,0,,322652.28
27461,20,0,,625833.4
27462,2,0,,46687.5
27463,4,1,4.0,17344.79
27464,24,0,,337573.44
27465,24,0,,834666.72
27466,8,0,,43050.0
27467,2,1,2.0,16250.94
27468,6,0,,100483.32
27469,8,0,,149760.0
27470,6,0,,335475.0
27471,8,0,,173200.0
27472,11,0,,221723.37
27473,22,0,,315370.0
27474,40,0,,378633.2
27475,11,0,,139015.58
27476,5,0,,46979.15
27477,3,0,,155100.0
27478,6,1,6.0,78757.97
27479,24,0,,173853.36
27480,3,0,,56790.0
27481,5,0,,292925.0
27482,8,0,,150613.36
27483,1,0,,5528.75
27484,6,0,,614850.0
27485,24,0,,329119.92
27486,5,0,,102091.65
27487,22,0,,120752.5
27488,10,0,,1457125.05
27489,14,0,,38543.68
27490,7,0,,33532.94
27491,28,0,,76515.88
27492,10,0,,289650.0
27493,11,1,11.0,65843.96
27494,1,0,,4841.67
27495,2,0,,13960.0
27496,4,0,,90186.68
27497,7,0,,70863.31
27498,23,0,,372312.5
27499,17,0,,318353.39
27500,18,0,,365189.94
27501,21,0,,67643.31
27502,3,0,,29840.01
27503,9,0,,94920.03
27504,21,0,,211995.0
27505,32,0,,56395.52
27506,24,0,,1317131.76
27507,6,0,,127159.98
27508,2,0,,71500.0
27509,12,0,,77753.28
27510,26,0,,139934.08
27511,21,0,,350962.5
27512,35,0,,223747.3
27513,9,0,,169695.0
27514,30,0,,191716.8
27515,12,0,,583900.02
27516,3,1,3.0,36764.96
27517,6,0,,29890.02
27518,19,0,,60409.36
27519,2,0,,10100.0
27520,12,1,12.0,430624.37
27521,7,0,,135298.31
27522,37,0,,548386.07
27523,10,0,,101766.7
27524,4,0,,307065.06
27525,9,0,,96937.47
27526,26,0,,127172.37
27527,12,0,,115980.0
27528,8,0,,384566.64
27529,13,0,,292608.29
27530,1,1,1.0,12952.53
27531,11,0,,424160.0
27532,1,1,1.0,8258.78
27533,25,0,,41593.75
27534,11,0,,362725.0
27535,17,0,,168484.11
27536,6,0,,39836.64
27537,8,0,,173280.0
27538,15,1,15.0,63688.71
27539,2,0,,89220.0
27540,26,0,,578516.25
27541,18,0,,389370.06
27542,6,0,,126480.0
27543,30,0,,553458.3
27544,7,0,,262103.31
27545,8,0,,39750.0
27546,6,0,,113899.98
27547,36,0,,372629.88
27548,23,0,,126634.09
27549,17,0,,56982.98
27550,28,0,,451850.0
27551,8,0,,77246.64
27552,2,0,,7289.44
